TIME;0;1086;1854;2137
MEMORY;START;28;23;END
TIME;0;1089;1881;2139
MEMORY;START;28;23;END
TIME;0;1086;1946;2127
MEMORY;START;30;23;END
TIME;0;1092;1927;2141
MEMORY;START;22;23;END
TIME;0;1082;1857;2131
MEMORY;START;28;23;END
TIME;0;1094;1874;2143
MEMORY;START;30;23;END
TIME;0;1090;1806;2139
MEMORY;START;20;23;END
TIME;0;1101;1830;2154
MEMORY;START;28;23;END
TIME;1;1086;1935;2127
MEMORY;START;30;23;END
TIME;0;1091;1868;2136
MEMORY;START;22;23;END
