TIME;0;1094;2142;3174;4211;5681;7016;8242;9295;10340;11542;12952;14116;15568;16605;17639;18673;19715;20756;21797;24978;32812;40654;41815;42866;43910;44953;45995;47037;48079;49121;50163;51203;52245;53287;54329;55372;56411;57450;58489;59530;60574;61617;62658;63701;64746;65788;66830;67871;68913;69957;71001;72043;73084;74127;75169;76214;77255;78296;79339;80379;81421;82465;83508;84552;85596;86639;87680;88720;89761;90804;91847;92889;93932;94976;96018;97060;98102;99144;100184;101228;102270;103314;104359;105403;106447;107489;108531;109571;110613;111655;112700;113743;114786;115829;116640;116876
MEMORY;START;30;1307;1308;1339;3901;6459;7741;6542;6574;9019;9020;7735;15420;15415;14135;11576;10296;7736;6456;39224;55608;93208;93208;93208;93208;93214;93208;93214;93214;93214;93214;93214;93214;93214;93214;93214;93208;93208;93214;93208;93214;93208;93214;93214;93214;93208;93214;93214;93214;93208;93214;93208;93208;93208;93208;93214;93208;93214;93208;93214;93208;93214;93214;93214;93214;93214;93208;93214;93208;93214;93214;93214;93208;93214;93208;93208;93214;93214;93214;93214;93208;93208;93214;93208;93208;93214;93208;93208;93208;93208;1308;1308;1308;1308;23;END
TIME;0;1130;2172;3207;4245;5286;6323;7584;8618;9705;10750;11939;13253;14472;15782;16825;17867;18906;19943;20987;22023;23064;26154;29871;33540;37219;40899;41982;43032;44074;45118;46158;47200;48241;49282;50323;51365;52408;53451;54494;55533;56575;57615;58656;59697;60740;61781;62820;63862;64904;65945;66987;68028;69070;70111;71149;72190;73228;74270;75311;76354;77396;78439;79481;80521;81562;82605;83647;84690;85733;86778;87822;88864;89908;90948;91991;93034;94080;95121;96163;97204;98246;99288;100333;101374;102417;103460;104503;105548;106591;107632;108674;109716;110761;111801;112849;113893;114934;115974;116449;117021
MEMORY;START;22;1307;1308;1339;2619;5179;7739;6523;6704;6730;9018;9018;7735;14135;15415;14135;12856;11576;10296;7736;6456;39224;55608;55608;88376;88376;93208;93208;93208;93213;93214;93214;93208;93213;93208;93208;93208;93213;93208;93213;93213;93213;93213;93213;93208;93214;93213;93208;93213;93214;93208;93213;93213;93213;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93214;93208;93213;93208;93208;93208;93214;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;1308;1308;1308;1308;23;END
TIME;0;1086;2127;3161;4555;5963;7498;8542;9635;10671;11715;12756;13797;14931;16050;17092;18135;19172;20215;21255;22298;26139;31110;35287;39456;43650;44884;45933;46973;48013;49058;50098;51141;52182;53225;54265;55307;56350;57393;58436;59479;60524;61566;62610;63652;64692;65735;66778;67821;68862;69904;70946;71989;73033;74075;75117;76161;77203;78246;79290;80333;81374;82417;83462;84504;85544;86586;87628;88670;89710;90752;91792;92831;93874;94915;95960;97002;98044;99084;100123;101165;102209;103250;104294;105336;106378;107425;108468;109510;110553;111595;112639;113683;114728;115775;116818;117860;118903;119949;120201;120995
MEMORY;START;23;1307;1308;2619;5179;7739;6523;6710;6455;7735;9015;6455;12861;15421;15415;12856;11576;10296;7736;6456;22840;39224;55608;71992;88376;93208;93208;93208;93214;93214;93208;93214;93214;93214;93208;93214;93214;93214;93214;93214;93215;93214;93214;93208;93215;93214;93208;93214;93214;93208;93214;93208;93214;93208;93214;93214;93208;93208;93208;93214;93214;93214;93215;93208;93208;93214;93208;93208;93208;93214;93214;93208;93208;93208;93208;93214;93208;93214;93208;93208;93208;93214;93214;93214;93208;93215;93214;93214;93214;93214;93208;93214;93214;1308;1308;1308;1308;1308;23;END
TIME;0;1080;2124;3160;4197;5235;6329;7784;8823;9919;11395;12463;13506;14928;15969;17008;18054;19091;20131;21172;22213;26251;29978;33605;37237;40848;41926;42967;44011;45053;46093;47132;48177;49221;50262;51305;52347;53389;54430;55475;56519;57562;58608;59649;60692;61732;62773;63814;64857;65900;66944;67986;69027;70069;71112;72154;73193;74232;75276;76318;77358;78403;79447;80492;81536;82580;83624;84666;85710;86754;87798;88841;89883;90925;91969;93012;94054;95096;96138;97181;98224;99265;100308;101351;102395;103440;104483;105524;106570;107614;108655;109696;110739;111785;112827;113873;114918;115959;116999;117675;118047
MEMORY;START;30;1307;1308;1339;2619;5179;7741;6523;6759;7738;7738;11575;9018;15415;15415;12856;11576;10296;7736;6456;39224;55608;71992;88376;93208;93208;93208;93208;93208;93208;93212;93212;93208;93212;93212;93208;93212;93208;93212;93212;93213;93212;93208;93212;93212;93212;93212;93213;93208;93212;93212;93212;93212;93212;93213;93213;93212;93212;93212;93212;93213;93208;93212;93213;93212;93208;93208;93212;93208;93208;93208;93208;93208;93208;93213;93213;93213;93212;93208;93213;93208;93208;93212;93212;93208;93212;93212;93212;93208;93212;93212;93213;93212;93213;1308;1308;1308;1308;23;END
TIME;0;1079;2125;3163;4624;6003;7174;8217;9295;10337;11709;12790;14168;15375;16411;17458;18489;19529;20561;24712;28879;33046;37185;41365;42595;43645;44686;45728;46771;47812;48854;49895;50938;51980;53019;54059;55100;56141;57183;58222;59264;60306;61348;62389;63430;64473;65516;66556;67599;68642;69684;70727;71768;72808;73849;74893;75934;76977;78020;79060;80102;81145;82187;83229;84273;85313;86354;87397;88440;89481;90528;91569;92611;93654;94695;95738;96779;97821;98863;99905;100946;101985;103028;104069;105122;106161;107202;108244;109285;110328;111369;112408;113449;114494;115536;116574;117611;118653;118944;119700
MEMORY;START;22;1308;1308;2619;5179;7739;6523;6718;6455;7735;11575;9015;15415;15415;12856;11576;10296;7736;39224;39224;55608;88376;93208;93208;93208;93208;93208;93216;93208;93216;93208;93208;93208;93216;93208;93216;93216;93208;93208;93208;93208;93208;93208;93208;93208;93208;93216;93208;93216;93208;93208;93208;93208;93216;93208;93216;93216;93216;93216;93208;93216;93208;93208;93216;93208;93208;93208;93216;93216;93216;93216;93208;93216;93208;93216;93208;93216;93216;93208;93208;93208;93208;93208;93208;93208;93216;93208;93208;93208;93208;93208;93216;1308;1308;1308;1308;1308;23;END
