TIME;0;1079;2121;3154;4624;6129;7605;8642;9733;10780;11830;13091;14560;15631;16669;17707;18750;19804;20848;21892;22930;26431;30603;34795;39023;43203;44436;45483;46520;47565;48609;49651;50695;51734;52777;53820;54861;55903;56943;57985;59027;60070;61114;62157;63200;64241;65282;66325;67369;68409;69453;70495;71537;72579;73621;74662;75705;76749;77792;78834;79879;80923;81963;83005;84046;85088;86129;87171;88211;89251;90293;91336;92378;93421;94461;95504;96546;97589;98631;99673;100716;101758;102802;103845;104888;105929;106974;108016;109061;110103;111146;112189;113232;114276;115318;116362;117404;118445;119487;119659;120536
MEMORY;START;30;1307;1308;2619;5179;7739;6555;6727;6455;6455;11575;9015;14141;15415;14135;12856;11576;10296;7736;6456;22840;39224;71992;88376;93208;93208;93208;93208;93208;93208;93214;93208;93208;93214;93214;93214;93214;93208;93208;93214;93214;93214;93208;93214;93214;93208;93214;93214;93214;93214;93208;93214;93214;93214;93214;93214;93214;93214;93208;93214;93214;93208;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93208;93214;93214;93214;93208;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93208;93208;93208;93208;1308;1308;1308;1308;23;END
TIME;0;1083;2125;3158;4611;6040;7516;8557;9649;10698;12016;13056;14269;15715;16757;17797;18830;19874;20916;21957;25497;32883;40077;41155;42203;43246;44289;45331;46374;47416;48460;49503;50546;51588;52631;53674;54716;55758;56799;57841;58882;59926;60970;62012;63054;64096;65138;66180;67223;68265;69308;70349;71392;72435;73479;74521;75561;76604;77645;78687;79730;80776;81822;82864;83907;84949;85991;87036;88079;89121;90164;91206;92252;93295;94334;95377;96422;97465;98505;99547;100590;101633;102677;103717;104759;105800;106842;107885;108927;109970;111012;112055;113100;114141;115183;116227;117270;117894;118317
MEMORY;START;30;1307;1308;2619;5179;7744;6523;6728;6455;7740;9015;10295;15415;15415;14135;11576;10296;7736;6456;39224;71992;93208;93214;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93214;93208;93208;93208;93208;93208;93208;93214;93208;93208;93208;93208;93208;93208;93214;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93214;93214;93214;93208;93208;93214;93208;93208;93214;93214;93214;93214;93208;93214;93208;93208;93208;93208;93208;93208;93214;93208;93208;93208;93208;93208;93214;93208;1308;1308;1308;1308;1308;23;END
TIME;0;1082;2122;3156;4604;5860;7368;8403;9497;10547;12075;13111;14556;15833;16873;17913;18955;20063;21099;22139;23182;26450;30241;34004;37758;41509;42625;43669;44710;45750;46789;47831;48873;49916;50960;52003;53047;54090;55133;56176;57220;58263;59305;60348;61390;62431;63473;64516;65559;66601;67645;68689;69732;70776;71819;72860;73903;74945;75989;77031;78074;79117;80161;81201;82245;83288;84331;85374;86418;87460;88503;89547;90589;91633;92676;93719;94762;95806;96851;97894;98937;99980;101023;102064;103105;104148;105191;106235;107278;108322;109364;110405;111449;112490;113530;114578;115622;116660;117702;118745;119033;119794
MEMORY;START;22;1307;1308;2619;5179;7739;6523;6759;6455;7735;11575;9015;15415;15415;14135;12855;11576;10296;7736;6456;39224;39224;55608;88376;88376;93208;93208;93208;93208;93208;93208;93214;93208;93208;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93214;93208;93208;93214;93208;93214;93208;93208;93208;93214;93208;93214;93208;93208;93214;93214;93214;93208;93214;93214;93208;93214;93214;93214;93214;93214;93214;93214;93214;93208;93214;93214;93214;93214;93208;1308;1308;1308;1308;1308;23;END
TIME;0;1082;2125;3160;4537;5994;7485;8531;9623;10663;11706;13185;14679;15904;16945;17985;19024;20064;21099;22136;26337;34049;41706;42835;43879;44916;45958;47000;48041;49084;50125;51168;52210;53253;54294;55336;56378;57420;58461;59503;60547;61590;62631;63672;64715;65758;66801;67843;68885;69928;70970;72009;73051;74093;75135;76176;77218;78260;79302;80343;81385;82427;83466;84508;85551;86592;87635;88678;89720;90761;91804;92848;93891;94933;95976;97018;98061;99103;100144;101187;102230;103272;104313;105355;106397;107437;108478;109521;110562;111603;112643;113686;114732;115779;116821;117863;118561;118908
MEMORY;START;30;1307;1308;2619;5179;7743;6541;6759;6455;6455;11579;9015;15415;15415;14135;11576;10296;10296;6456;22840;71992;93208;93213;93208;93208;93213;93213;93208;93213;93208;93213;93208;93213;93208;93213;93213;93213;93213;93213;93213;93208;93213;93213;93213;93213;93213;93213;93213;93208;93213;93213;93208;93213;93208;93213;93213;93213;93213;93208;93213;93208;93213;93213;93208;93208;93208;93213;93208;93213;93208;93213;93213;93213;93213;93208;93208;93213;93213;93213;93213;93208;93208;93213;93213;93208;93213;93213;93208;93213;93208;93208;1308;1308;1308;1308;23;END
TIME;0;1086;2126;3165;4204;5537;7003;8134;9180;10258;11656;12992;14225;15308;16357;17395;18444;19480;20526;21570;22611;26296;30115;33900;37686;41513;42632;43676;44711;45753;46794;47836;48878;49920;50961;52003;53048;54091;55133;56175;57218;58260;59305;60350;61393;62436;63478;64521;65562;66604;67646;68690;69733;70778;71821;72864;73908;74950;75993;77036;78078;79121;80163;81205;82246;83288;84330;85370;86414;87455;88498;89541;90583;91626;92669;93711;94754;95797;96839;97880;98923;99964;101006;102050;103091;104134;105177;106220;107262;108304;109346;110385;111426;112467;113511;114553;115599;116642;117682;118727;119771;120189;120818
MEMORY;START;30;1309;1308;1339;3899;6459;7743;6542;6708;9020;9020;7741;14141;15415;14135;12856;11576;10296;7736;6456;39224;55608;71992;88376;93208;93208;93208;93208;93208;93215;93208;93215;93215;93215;93215;93215;93215;93208;93208;93208;93215;93215;93215;93215;93208;93215;93215;93215;93215;93215;93208;93215;93215;93215;93215;93215;93208;93215;93215;93215;93215;93208;93208;93215;93215;93215;93215;93208;93215;93215;93215;93215;93208;93215;93215;93215;93208;93208;93208;93215;93208;93215;93215;93208;93215;93214;93215;93214;93214;93208;93215;93208;93208;93214;93215;1308;1308;1308;1308;1308;23;END
