TIME;0;1086;2130;3169;4206;5246;6294;7336;8577;9717;10888;11963;12998;14041;15215;16369;17432;18518;19725;20823;21880;22927;23972;25120;26212;27252;28293;29477;30579;31680;32736;33818;34929;35968;37071;38168;39218;40260;41305;42345;43461;44502;45546;46601;47717;48818;49863;50909;51955;52995;54075;55121;56166;57214;58272;59367;60414;61459;62515;63556;64648;65695;66739;67804;68221;68852
MEMORY;START;21;1306;1307;2585;1310;3233;5473;10318;3475;8671;5026;3234;3946;8319;5892;4262;4249;7802;7389;4677;3234;4018;8255;5672;3522;3715;7924;6153;5269;3525;4026;4427;3646;3882;3923;2627;2010;1890;2594;3136;1950;1890;2374;2517;2290;1840;1566;1506;1545;2181;1626;1506;1506;1961;2088;1566;1506;1704;1954;2088;1566;1506;1698;25;END
TIME;0;1084;2132;3168;4207;5245;6297;7335;8519;9568;10681;11787;12870;14127;15222;16321;17369;18504;19594;20645;21682;22725;23873;24954;26037;27080;28179;29285;30336;31375;32417;33458;34495;35542;36582;37620;38663;39705;40752;41801;42845;43903;44948;46054;47169;48234;49341;50407;51453;52499;53608;54705;55756;56803;57903;58944;60045;61087;62183;63233;64332;65378;66487;67528;68614;69662;70704;71749;72792;73856;74899;76006;77051;78096;79134;80018;80183
MEMORY;START;22;1306;1307;2585;1314;3233;3553;8408;3839;8164;4609;3294;8537;6946;4780;3746;6310;7592;5442;3426;3944;7782;5933;3848;3518;5189;7781;5282;3429;3715;2898;2658;2466;2466;2466;2526;2418;2526;2500;2532;3236;3266;3733;3984;3257;3144;2918;2114;2370;2920;2699;2349;2398;2472;1982;2538;2398;2620;2403;2504;2344;2618;2238;2696;2527;2000;1758;1698;1735;1954;2088;1566;1506;1500;25;END
TIME;0;1084;2126;3166;4201;5240;6292;7333;8385;9419;10646;11765;12807;13858;15073;16173;17217;18263;19311;20434;21484;22521;23565;24803;25870;26918;27969;29074;30264;31365;32418;33471;34509;35548;36597;37641;38684;39737;40784;41827;42876;43965;45060;46102;47202;48250;49336;50422;51464;52522;53569;54613;55743;56788;57832;58875;59963;61079;62120;63167;64208;65268;66371;67419;68514;69560;70602;71644;72742;73789;74849;75894;77008;78054;78230;79101
MEMORY;START;29;1307;1307;2585;1306;3233;5473;4062;3234;8084;6083;3234;3655;7917;6463;4037;3104;4300;8465;5218;3234;3835;9172;6504;3650;3234;5171;8053;7060;5203;4258;2850;2850;3030;3097;3018;3021;3289;2779;3030;3543;2778;2498;2866;2445;3310;2724;2306;2370;2606;2691;3064;2010;1890;2114;2847;2863;1818;1698;1698;2209;2504;2250;2280;1758;1730;2152;2280;1835;1950;1986;2158;1692;25;END
TIME;0;1088;2131;3164;4199;5238;6367;7405;8461;9632;10758;11899;13117;14224;15261;16313;17479;18569;19608;20655;21834;22942;23993;25028;26073;27245;28373;29462;30518;31557;32605;33686;34862;36028;37170;38295;39391;40451;41515;42566;43657;44709;45787;46827;47911;49024;50128;51177;52225;53266;54362;55416;56530;57572;58643;59686;60734;61829;62888;63995;65037;66087;67140;68186;69289;70339;71381;72498;73545;74591;75636;76680;77724;78770;79712;79818
MEMORY;START;29;1307;1306;2585;1314;4194;7713;4125;7400;4577;3354;8942;5176;3428;3866;8417;5720;3234;3655;7441;7371;5057;3234;4004;6836;7666;6274;4834;3042;3103;4374;8064;6647;6147;5770;5135;4030;3682;3646;3594;3403;2865;2946;3601;4038;3364;2082;1988;2626;2229;1982;2280;1950;2242;1835;2018;2280;1992;2229;1790;2191;1787;1921;2377;2032;2145;2280;1758;1505;1505;1761;1588;1313;25;END
TIME;0;1137;2205;3241;4641;5683;6734;7894;9131;10175;11336;12474;13517;14667;15792;16842;17880;18924;20174;21277;22318;23353;24399;25599;26692;27736;28781;29909;31037;32091;33188;34233;35380;36484;37530;38571;39611;40832;41976;43014;44097;45171;46210;47254;48344;49427;50472;51523;51905;52571
MEMORY;START;21;1306;1307;2585;1309;3233;5473;9682;3840;8230;5025;3234;6613;7945;5413;3234;3859;8808;7040;4481;3234;3891;8882;5877;3906;3474;5970;7587;5693;4341;3982;6633;7681;5029;3234;3775;7550;4935;2086;3094;2882;2398;2222;2664;2347;1506;1692;25;END
TIME;0;1084;2129;3162;4197;5239;6290;7432;8622;9670;10841;11949;13021;14226;15330;16372;17454;18620;19726;20807;21862;23034;24162;25259;26306;27361;28541;29632;30706;31778;32835;33953;35088;36184;37234;38336;39375;40485;41635;42683;43731;44772;45823;46936;48045;49157;50274;51317;52359;53460;54504;55610;56703;57748;58794;59836;60880;61948;62993;64037;65077;66119;67163;68231;69275;70334;71441;72485;72643;73532
MEMORY;START;22;1308;1306;2585;1306;3233;5473;9620;3839;8003;4034;3655;8468;6387;3874;4258;7333;6018;4232;3762;6733;7294;5610;3714;3847;7272;5636;4264;3672;3987;5481;6755;5539;4258;4174;3394;4503;4720;2758;2394;2274;2949;3512;3712;4018;3535;2363;1986;2280;1922;2664;2088;1566;1506;1698;1954;1613;1320;1506;1538;1986;1611;1506;1506;1730;2088;1692;25;END
TIME;0;1086;2127;3160;4200;5244;6292;7330;8428;9479;10632;11726;12770;13820;14947;16095;17136;18187;19270;20373;21429;22466;23512;24691;25770;26876;27926;28984;30154;31253;32344;33396;34438;35558;36722;37841;38931;40004;41051;42146;43318;44446;45559;46642;47702;48754;49799;50856;51927;52970;54026;55068;56108;57148;58189;59280;60323;61360;62471;63626;64755;65796;66852;67932;68976;70015;71134;72179;73220;74265;75309;76398;77446;78489;79535;80580;81626;82683;83741;84791;85835;86755;86882
MEMORY;START;22;1306;1306;2585;1306;3233;3553;8403;3838;8268;5412;3426;4281;8047;5321;3764;4117;4929;7525;4996;3042;4201;8379;6278;4875;3684;3936;7216;6128;4632;3298;3282;4553;7423;6315;5608;4099;3510;4541;6751;5808;5182;4031;3037;3198;3335;3510;3835;3266;3298;3237;2949;2914;2417;2856;2562;3074;4113;4873;4665;2202;2183;2479;1698;1890;2635;2273;1758;1698;2274;2363;1506;1506;1794;1619;1506;1698;2009;1616;1313;25;END
