TIME;0;1070;1712;2122
MEMORY;START;87;23;END
TIME;1;1068;1692;2118
MEMORY;START;31;23;END
TIME;0;1067;1715;2116
MEMORY;START;32;23;END
TIME;0;1097;1789;2147
MEMORY;START;28;23;END
TIME;0;1087;1852;2131
MEMORY;START;28;23;END
TIME;0;1084;1899;2133
MEMORY;START;28;23;END
TIME;0;1080;1691;2120
MEMORY;START;27;23;END
TIME;0;1080;1578;2120
MEMORY;START;28;23;END
TIME;0;1085;1711;2130
MEMORY;START;27;23;END
TIME;0;1089;1744;2135
MEMORY;START;33;23;END
