TIME;0;1073;1766;2117
MEMORY;START;29;23;END
TIME;0;1068;1655;2119
MEMORY;START;30;23;END
TIME;0;1087;1770;2132
MEMORY;START;28;23;END
TIME;0;1082;1666;2127
MEMORY;START;31;23;END
TIME;0;1086;1771;2130
MEMORY;START;32;23;END
TIME;0;1087;1780;2131
MEMORY;START;24;23;END
TIME;0;1090;1818;2130
MEMORY;START;24;23;END
TIME;0;1077;1716;2120
MEMORY;START;31;23;END
TIME;0;1085;1755;2129
MEMORY;START;32;23;END
TIME;0;1084;1660;2123
MEMORY;START;27;23;END
