TIME;0;1072;2114;3155;4322;5364;6417;7474;8514;9571;10607;11707;12821;13954;15007;16210;17266;18307;19350;20585;21672;22725;23783;24973;26029;27098;28150;29234;30341;31440;32485;33566;34761;35823;36927;37967;39023;40074;41202;42294;43352;44450;45553;46664;47790;48896;49987;51051;52148;53256;54311;55413;56469;57509;58576;59621;60667;61714;62763;63826;64920;65976;67067;68115;69163;70206;71300;72348;73391;74446;75493;76540;77587;78680;79728;80774;81816;82924;83973;85020;86067;87115;88162;89210;90257;91302;92432;93476;94522;95589;96633;97678;98726;99772;100825;101931;102974;104021;105064;106119;106504;107166
MEMORY;START;22;1306;1307;2585;1310;1886;5154;6434;4063;3234;5167;7489;4418;3656;8294;5527;3684;3524;8628;6033;3650;3655;8007;6701;5029;3429;4620;7483;5771;3541;4187;7879;6576;4844;3490;3238;3707;6919;5322;4180;3956;5246;4524;4160;3090;3030;3593;3781;4570;3744;2654;2147;2530;2288;1798;1897;2188;2026;2146;2281;1989;2089;1567;1506;1538;2179;1642;1506;1737;1567;1506;1794;2089;1567;1506;1538;2161;1620;1506;1506;1794;1589;1567;1506;1538;2038;1642;1506;1705;1954;1642;1506;1506;1737;2089;1566;1506;1698;1692;26;END
TIME;0;1086;2144;3182;4496;5533;6585;7705;8742;9797;10845;11883;13006;14121;15252;16290;17337;18470;19569;20634;21688;22836;23967;25033;26103;27189;28365;29504;30556;31594;32647;33802;34935;36053;37105;38146;39188;40305;41409;42530;43633;44749;45869;46996;48040;49080;50123;51165;52205;53262;54369;55471;56518;57564;58608;59688;60824;61874;62921;63966;65026;66072;67174;68220;69266;70328;71426;72474;73521;74567;75613;76724;77769;77845;78817
MEMORY;START;21;1306;1307;2585;1310;3234;4994;7714;4091;4902;3235;5647;8062;5314;3234;4008;7573;5245;4111;3550;6430;7289;5419;3882;4465;8248;6439;4712;3042;3404;6331;6424;5964;4092;3260;3435;5330;5641;5230;4169;3869;3413;2785;2144;2307;2367;2143;2147;3753;3678;3091;1954;1891;2119;3142;3275;2011;1891;2083;2183;1795;2089;1567;1507;1738;2038;1644;1507;1507;1795;2089;1596;26;END
TIME;0;1085;2137;3170;4358;5398;6449;7513;8653;9705;10750;11799;12964;14072;15111;16187;17321;18406;19451;20494;21663;22776;23825;24862;25913;27110;28221;29314;30352;31402;32562;33701;34802;35842;36885;38077;39180;40273;41403;42505;43558;44605;45649;46744;47794;48883;49982;51090;52141;53181;54273;55338;56387;57430;58494;59579;60622;61664;62764;63810;64856;65902;66988;68079;69125;69197;70173
MEMORY;START;21;1306;1307;2585;1317;3234;5161;7458;4063;3427;3836;8672;5282;3234;4567;7895;6321;4005;3162;7153;7949;4933;3234;3799;8016;7462;5622;3266;3968;8243;7116;5907;3526;3716;8003;6040;5719;5455;4652;3493;2914;3262;3531;3330;3536;3369;3756;1895;1730;2230;2263;1758;1797;2152;2381;1869;2146;2281;1758;1890;1986;2144;2089;1564;26;END
TIME;0;1085;2140;3172;4223;5263;6336;7374;8411;9463;10539;11578;12634;13849;15017;16059;17106;18284;19355;20391;21469;22621;23727;24780;25818;26898;28126;29228;30283;31320;32419;33540;34627;35664;36701;37742;38802;39906;41051;42206;43325;44415;45523;46614;47715;48855;49956;50999;52059;53101;54188;55234;56279;57322;58398;59446;60495;61539;62599;63699;64795;65843;66890;67937;69005;69417;70052
MEMORY;START;22;1306;1307;2585;1317;3236;3554;7714;4147;6466;3234;3836;9048;6123;3430;4033;8354;5792;3518;4079;6924;7203;5153;3294;4299;9186;6735;4292;3234;5161;8020;5677;3682;3074;3075;3540;4393;5811;6114;5080;4351;3856;4150;4788;4962;2785;2142;2342;2004;2211;1566;1506;1698;2102;1618;1506;1506;1737;2175;2089;1566;1506;1506;1692;26;END
TIME;0;1083;2146;3179;4320;5363;6413;7451;8487;9538;10656;11695;12773;13956;14999;16055;17103;18210;19319;20360;21408;22541;23668;24824;25912;26954;28104;29216;30324;31421;32511;33601;34667;35713;36807;37901;38992;40082;41127;42250;43339;44384;45476;46524;47579;48635;49754;50801;51843;52937;53983;55030;56076;57121;58209;59260;60302;60988;61349
MEMORY;START;29;1306;1307;2585;1313;3230;3554;7714;4127;5122;3234;4431;8397;4952;3760;4109;7134;5756;3906;3595;6674;6576;5929;4246;3627;6277;6286;6189;5767;4737;3862;3870;3586;4331;3733;3538;3141;3010;3680;3156;2590;2614;1950;1890;2146;2395;1821;2206;2210;1566;1506;1506;1730;2162;1566;1526;26;END
TIME;0;1098;2147;3192;4326;5366;6460;7566;8610;9663;10700;11951;13041;14098;15141;16334;17462;18575;19622;20672;21852;22957;24069;25112;26158;27338;28461;29556;30605;31684;32847;33958;35092;36179;37226;38332;39379;40426;41472;42629;43681;44769;45866;46951;48008;49108;50158;51234;52358;53403;54495;55556;56598;57645;58700;59744;60845;61940;62984;64029;65073;66115;67162;68257;69355;70400;71446;72494;73535;74269;74584
MEMORY;START;29;1306;1307;2585;1313;1887;5154;6114;4063;3234;9009;6147;3621;3680;7906;7962;5804;3654;3655;7749;6580;5805;3714;3931;7576;7328;4854;3525;4670;6635;5687;5961;5010;4418;3757;3201;3067;3343;5060;4067;3925;3767;2926;2502;3100;3045;3038;3117;2674;2636;1997;1951;2285;2344;2786;3152;2313;2047;1506;1506;1538;1769;2212;2089;1567;1506;1506;1530;26;END
TIME;0;1097;2145;3186;4471;5512;6563;7673;8729;9781;10850;11899;13073;14151;15189;16241;17447;18526;19566;20622;21860;22955;24007;25046;26087;27266;28314;29362;30415;31600;32735;33789;34828;35870;37073;38192;39287;40381;41464;42534;43576;44650;45777;46889;47989;49074;50166;51232;52293;53386;54429;55515;56557;57651;58692;59781;60898;61943;62989;64035;65080;66158;67205;68252;69298;70342;71438;72487;73534;74579;75626;75883;76676
MEMORY;START;21;1306;1307;2585;1315;3234;4994;7714;4063;4962;3836;8548;5186;3234;3836;8827;6248;3234;3776;8734;6946;4387;3234;3836;8486;6020;3618;3595;7011;8185;5444;3235;3716;7911;6819;5466;4882;3419;3268;3287;3525;4608;4781;4028;3347;3343;2921;2646;3226;2875;2675;2143;3539;2087;2746;3116;2011;1699;1507;1539;2059;1594;1567;1507;1539;2038;1646;1507;1699;1692;26;END
