TIME;0;1089;2133;3165;4346;5792;7228;8271;9362;10760;11804;12991;14028;15066;16108;17145;18198;19239;20285;21327;25752;29537;33212;36898;40566;41649;42697;43734;44777;45819;46860;47903;48946;49990;51030;52070;53111;54154;55197;56239;57279;58321;59364;60409;61449;62490;63531;64572;65614;66655;67693;68733;69774;70813;71853;72893;73934;74975;76017;77057;78099;79143;80187;81227;82267;83310;84351;85392;86436;87477;88519;89562;90603;91644;92686;93727;94768;95815;96858;97901;98943;99985;101026;102067;103108;104149;105191;106233;107278;108321;109361;110404;111447;112493;113539;114579;115622;116121;116668
MEMORY;START;30;1308;1308;2619;5179;6464;6542;6764;7735;7741;7741;7735;7735;7736;7736;7736;7736;9016;6456;22840;39224;71992;88376;88376;93208;93208;93208;93215;93215;93215;93208;93215;93215;93215;93215;93215;93215;93215;93215;93215;93215;93208;93215;93215;93215;93208;93208;93215;93215;93208;93215;93215;93215;93215;93215;93215;93215;93215;93208;93215;93208;93215;93215;93215;93215;93208;93215;93208;93208;93208;93208;93208;93208;93208;93208;93208;93208;93215;93208;93215;93208;93208;93208;93208;93208;93215;93215;93215;93208;93215;93215;93215;1308;1308;1308;1308;23;END
TIME;0;1083;2129;3162;4470;5619;7126;8264;9309;10349;11770;13044;14083;15124;16162;17202;18244;19303;20343;21387;22427;27068;34501;41870;43037;44082;45123;46164;47204;48245;49284;50326;51367;52410;53451;54499;55540;56581;57623;58663;59706;60749;61791;62834;63877;64919;65959;66999;68041;69083;70123;71166;72209;73251;74293;75337;76377;77420;78461;79504;80547;81590;82632;83673;84717;85759;86802;87841;88885;89929;90972;92015;93058;94101;95145;96187;97230;98272;99314;100357;101401;102441;103481;104525;105567;106608;107651;108695;109738;110782;111826;112868;113914;114956;115995;117037;117625;118083
MEMORY;START;22;1308;1308;2619;3899;6464;7739;6542;6734;7741;7735;7735;7735;7735;7736;7736;9022;7736;9016;6456;39224;71992;88376;93208;93208;93208;93208;93208;93208;93215;93208;93208;93215;93215;93215;93208;93215;93215;93208;93208;93208;93208;93208;93208;93215;93208;93208;93215;93215;93208;93215;93215;93215;93215;93215;93208;93215;93208;93208;93215;93208;93208;93215;93215;93208;93215;93215;93215;93215;93215;93208;93215;93208;93215;93215;93215;93215;93208;93208;93215;93208;93215;93208;93208;93215;93215;93215;93215;93215;93208;93208;1308;1308;1308;1308;23;END
TIME;0;1101;2143;3178;4423;5469;6946;8084;9129;10171;11221;12339;13583;14620;15659;16696;17739;18780;19822;20864;21906;26155;33478;40753;41834;42884;43924;44966;46009;47053;48098;49141;50183;51225;52268;53311;54354;55397;56442;57486;58529;59571;60616;61659;62701;63743;64786;65829;66870;67915;68955;69997;71039;72083;73125;74169;75213;76258;77301;78343;79386;80428;81471;82514;83556;84597;85640;86681;87725;88767;89809;90853;91897;92941;93982;95024;96067;97108;98148;99191;100234;101277;102321;103365;104408;105452;106497;107540;108582;109626;110667;111709;112759;113807;114852;115896;116937;117296;117982
MEMORY;START;22;1307;1308;2619;3899;6459;7739;6579;6734;7735;7735;7735;7735;7735;7736;7736;7736;7736;9016;6456;39224;71992;93208;93215;93208;93208;93215;93215;93208;93215;93215;93215;93215;93215;93215;93215;93208;93215;93215;93215;93215;93208;93208;93208;93215;93215;93215;93215;93215;93215;93208;93208;93215;93215;93215;93215;93208;93215;93215;93215;93208;93208;93215;93215;93215;93215;93215;93208;93208;93215;93208;93215;93208;93215;93215;93215;93208;93208;93208;93208;93215;93215;93215;93208;93208;93215;93215;93208;93208;93215;93215;1308;1308;1308;1308;1308;23;END
TIME;0;1084;2134;3166;4288;5485;6520;7660;8712;9806;10995;12035;13390;14442;15484;16523;17557;18595;19638;20740;21782;22830;26475;30558;34544;38490;42464;43614;44663;45701;46746;47790;48833;49875;50915;51959;53000;54043;55086;56130;57173;58216;59259;60302;61346;62386;63429;64469;65510;66553;67596;68638;69681;70724;71767;72810;73853;74895;75938;76983;78024;79067;80109;81152;82195;83237;84279;85322;86364;87407;88453;89494;90538;91581;92623;93666;94710;95751;96794;97836;98878;99925;100967;102011;103053;104094;105138;106182;107225;108269;109312;110356;111398;112439;113479;114527;115569;116609;117653;118509;118698
MEMORY;START;30;1307;1308;2619;3904;5179;6459;6574;6764;7741;6455;7735;7735;7735;7735;7736;7736;7736;9022;9016;6456;39224;55608;71992;88376;93208;93208;93208;93208;93208;93215;93215;93215;93215;93215;93215;93215;93215;93215;93215;93208;93208;93208;93215;93208;93208;93208;93215;93208;93215;93215;93208;93215;93215;93215;93215;93215;93215;93208;93215;93215;93215;93215;93215;93215;93208;93215;93215;93208;93215;93215;93215;93215;93215;93208;93208;93215;93215;93208;93215;93215;93208;93208;93215;93215;93215;93208;93215;93215;93208;93215;93208;93215;93215;1308;1308;1308;1308;23;END
TIME;0;1089;2134;3166;4424;5617;6858;7994;9036;10085;11218;12257;13577;14618;15661;16709;17751;18806;19847;20889;21930;26596;30783;34966;39134;43285;44501;45547;46590;47634;48676;49720;50763;51805;52849;53892;54935;55977;57020;58063;59105;60147;61190;62233;63273;64315;65354;66395;67438;68481;69522;70564;71605;72645;73689;74731;75770;76812;77853;78896;79937;80979;82021;83062;84102;85143;86189;87232;88275;89318;90361;91401;92441;93481;94522;95564;96606;97648;98691;99732;100772;101815;102858;103898;104940;105990;107033;108075;109116;110158;111202;112245;113287;114330;115369;116414;117458;118499;119545;119725;120591
MEMORY;START;22;1308;1308;2619;3903;6463;7739;6573;6734;7740;7735;7741;7735;7735;7736;7736;7736;7736;9016;6456;22840;55608;71992;88376;93208;93208;93208;93208;93208;93208;93214;93214;93214;93208;93214;93214;93214;93214;93208;93208;93214;93208;93214;93208;93214;93214;93208;93208;93214;93208;93214;93208;93208;93208;93208;93208;93208;93208;93208;93208;93214;93208;93214;93208;93214;93214;93214;93208;93214;93208;93208;93214;93214;93208;93214;93208;93208;93214;93214;93214;93214;93214;93208;93214;93208;93214;93214;93214;93214;93214;93214;93208;93214;93214;1308;1308;1308;1308;23;END
